spend_bin,cum_provider_share,cum_spend_share
477,0.47721379177871687,0.017854811466992204
478,0.47821423997951085,0.01795244623022635
479,0.47921468818030477,0.01805049290091749
480,0.48021513638109875,0.018148982328281594
481,0.4812155845818927,0.01824784801956626
482,0.48221603278268665,0.01834715172028347
483,0.4832164809834806,0.018446900559140524
484,0.48421692918427456,0.01854706659803913
485,0.48521737738506854,0.018647676668695923
486,0.48621782558586246,0.018748729260625322
487,0.48721827378665644,0.018850185007042015
488,0.48821872198745037,0.018952064368159813
489,0.48921917018824435,0.019054370172706267
490,0.49021961838903827,0.01915708271374868
491,0.49122006658983225,0.019260262387170365
492,0.4922205147906262,0.019363940940631957
493,0.49322096299142015,0.019468087038423437
494,0.49422141119221413,0.019572686689917292
495,0.49522185939300806,0.019677755302066474
496,0.49622230759380204,0.01978329772411821
497,0.49722275579459596,0.019889260673203124
498,0.49822320399538994,0.019995745257695173
499,0.49922365219618386,0.020102728675147057
500,0.5002241003969778,0.02021017978209238
501,0.5012245485977718,0.02031809789979346
502,0.5022249967985658,0.02042650602686456
503,0.5032254449993597,0.02053541066035536
504,0.5042258932001537,0.020644790076736835
505,0.5052263414009476,0.020754633836003428
506,0.5062267896017416,0.020865005284389507
507,0.5072272378025355,0.020975855278148534
508,0.5082276860033295,0.021087199538100586
509,0.5092281342041235,0.021198979618261934
510,0.5102285824049174,0.021311271576485883
511,0.5112290306057113,0.021424169914243223
512,0.5122294788065053,0.02153766088023013
513,0.5132299270072993,0.02165166665109067
514,0.5142303752080932,0.02176617432296228
515,0.5152308234088872,0.021881172361227778
516,0.5162312716096812,0.021996703314500553
517,0.5172317198104751,0.022112723653332424
518,0.518232168011269,0.022229173209393743
519,0.519232616212063,0.022346113402559358
520,0.520233064412857,0.022463616316339984
521,0.5212335126136509,0.022581619499022584
522,0.5222339608144448,0.02270019900846047
523,0.5232344090152389,0.022819290701981416
524,0.5242348572160328,0.02293888023978072
525,0.5252353054168267,0.023058977285042786
526,0.5262357536176206,0.023179550619757763
527,0.5272362018184147,0.02330061598436244
528,0.5282366500192086,0.023422208214185378
529,0.5292370982200025,0.02354438324427325
530,0.5302375464207966,0.02366715232283947
531,0.5312379946215905,0.023790477750517885
532,0.5322384428223844,0.02391437675861416
533,0.5332388910231783,0.024038919818146615
534,0.5342393392239724,0.024163985042737
535,0.5352397874247663,0.0242895514621374
536,0.5362402356255602,0.02441564427203203
537,0.5372406838263543,0.02454233198176961
538,0.5382411320271482,0.024669582490588992
539,0.5392415802279421,0.024797377782516665
540,0.540242028428736,0.02492577740599468
541,0.5412424766295301,0.0250547302359902
542,0.542242924830324,0.025184286518708084
543,0.5432433730311179,0.025314547766626238
544,0.544243821231912,0.025445442782908587
545,0.5452442694327059,0.025576926468771275
546,0.5462447176334998,0.02570902357263784
547,0.5472451658342937,0.025841694849346484
548,0.5482456140350878,0.0259749644627432
549,0.5492460622358817,0.026108781417265355
550,0.5502465104366756,0.026243160123337748
551,0.5512469586374696,0.026378175328418404
552,0.5522474068382636,0.026513786237626548
553,0.5532478550390575,0.026649982701283725
554,0.5542483032398514,0.02678683347983237
555,0.5552487514406454,0.026924309870123068
556,0.5562491996414394,0.027062382906142646
557,0.5572496478422333,0.02720109752189473
558,0.5582500960430272,0.027340498816163166
559,0.5592505442438213,0.027480544754292006
560,0.5602509924446152,0.027621242064807927
561,0.5612514406454091,0.02776252019037916
562,0.5622518888462031,0.027904388645103202
563,0.5632523370469971,0.02804682694522621
564,0.564252785247791,0.02818984307082007
565,0.5652532334485849,0.028333473434395694
566,0.566253681649379,0.02847782929008217
567,0.5672541298501729,0.02862287198906524
568,0.5682545780509668,0.028768667047185857
569,0.5692550262517608,0.028915118621191224
570,0.5702554744525548,0.029062195536228227
571,0.5712559226533487,0.029209980880773995
572,0.5722563708541426,0.029358404839007847
573,0.5732568190549366,0.029507548467117204
574,0.5742572672557306,0.029657436529218956
575,0.5752577154565245,0.029808016044540846
