column_name,missing_n,pct_missing
SERVICING_PROVIDER_NPI_NUM,9490345,4.179233986236446
BILLING_PROVIDER_NPI_NUM,0,0.0
HCPCS_CODE,0,0.0
CLAIM_FROM_MONTH,0,0.0
TOTAL_UNIQUE_BENEFICIARIES,0,0.0
TOTAL_CLAIMS,0,0.0
TOTAL_PAID,0,0.0
