provider_id,total_spend
1417262056,40098376.669999994
1538649983,17758666.96
1083783013,15928403.969999999
1134250475,14337522.33
1699703827,14314974.559999995
1730438706,11623409.16
1538371778,10439797.13
1447393319,8805307.43
1053321869,8768382.6
1821456526,7907895.68
1104253558,7839458.73
1982757688,7490418.760000002
1679279046,7348899.0
1508025370,6483903.96
1326170796,5744205.82
1639473580,5161153.99
1538668165,5052404.49
1437541133,4768743.65
1710176151,4571979.89
1659601979,4349426.0
